# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  3 10:09:50 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and soltype like '%Published Confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-544 b,TOI-544,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,1.54835200000,0.00000200000,-0.00000200000,0,0.0225000000,0.0002000000,-0.0002000000,0,2.01800000,0.07600000,-0.07600000,0,0.18003421,0.00678028,-0.00678028,0,2.89000000,0.48000000,-0.48000000,0,0.00909296,0.00151025,-0.00151025,0,Mass,0.000000,,,0,,,,,999.00,14.00,-14.00,0,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,,4169.00,70.00,-70.00,0,0.623000,0.012000,-0.012000,0,0.631000,0.018000,-0.018000,0,-0.1700,0.0900,-0.0900,0,[Fe/H],4.680000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.11660000,0.07360000,-0.07320000,10.7770000,0.0170000,-0.0170000,7.8000000,0.0200000,-0.0200000,10.4143000,0.0005900,-0.0005900,2023-12-18,2023-10,2023-12-18
TOI-561 b,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,0.44657300000,0.00003200000,-0.00002100000,0,0.0106400000,0.0001300000,-0.0001300000,0,1.45000000,0.11000000,-0.11000000,0,0.12936034,0.00981354,-0.00981354,0,3.20000000,0.80000000,-0.80000000,0,0.01006828,0.00251707,-0.00251707,0,Mass,0.000000,,,0,,,,,2480.00,200.00,-200.00,0,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,,5326.00,64.00,-64.00,0,0.832000,0.019000,-0.019000,0,0.805000,0.030000,-0.030000,0,-0.4100,0.0500,-0.0500,0,[Fe/H],4.500000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2021-01-04,2021-02,2021-01-11
TOI-561 b,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRINKMAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221006665B/abstract target=ref>Brinkman et al. 2022</a>,0.44656880000,0.00000080000,-0.00000080000,0,0.0106000000,0.0004000000,-0.0004000000,0,1.37000000,0.04000000,-0.04000000,0,0.12222342,0.00356857,-0.00356857,0,2.24000000,0.20000000,-0.20000000,0,0.00704783,0.00062927,-0.00062927,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,,5326.00,64.00,-64.00,0,0.832000,0.019000,-0.019000,0,0.805000,0.030000,-0.030000,0,-0.4100,0.0500,-0.0500,0,[Fe/H],4.500000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2023-03-15,2023-03,2023-03-15
TOI-561 b,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.44656880000,0.00000070000,-0.00000080000,0,0.0106000000,0.0001000000,-0.0001000000,0,1.42500000,0.03700000,-0.03700000,0,0.12713020,0.00330092,-0.00330092,0,2.00000000,0.23000000,-0.23000000,0,0.00629270,0.00072366,-0.00072366,0,Mass,0.000000,,,0,4745.0000,269.0000,-269.0000,0,2310.00,33.00,-33.00,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,70.00,-70.00,0,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,-0.4000,0.0500,-0.0500,0,[Fe/H],4.500000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2023-03-15,2022-04,2023-03-15
TOI-561 b,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,0.44657800000,0.00001700000,-0.00001700000,0,0.0105500000,0.0000800000,-0.0000800000,0,1.42300000,0.06600000,-0.06600000,0,0.12695156,0.00588813,-0.00588813,0,1.59000000,0.36000000,-0.36000000,0,0.00500267,0.00113268,-0.00113268,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455.00,65.00,-47.00,0,0.849000,0.007000,-0.007000,0,0.785000,0.018000,-0.018000,0,-0.3300,0.1000,-0.0500,0,[Fe/H],4.470000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2021-01-04,2020-12,2021-01-11
TOI-561 b,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,0.44656970000,0.00000030000,-0.00000030000,0,0.0106400000,0.0001600000,-0.0001600000,0,1.39700000,0.02700000,-0.02700000,0,0.12463221,0.00240878,-0.00240878,0,2.02000000,0.23000000,-0.23000000,0,0.00635563,0.00072366,-0.00072366,0,Mass,0.000000,,,0,4709.0000,153.0000,-153.0000,0,2319.00,34.00,-34.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
TOI-561 b,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.44656895000,0.00000078000,-0.00000078000,0,0.0104000000,0.0002000000,-0.0002000000,0,1.45661206,0.05259739,-0.04565459,0,0.12995045,0.00469243,-0.00407304,0,3.00000000,0.45000000,-0.45000000,0,0.00943906,0.00141586,-0.00141586,0,Mass,0.000000,,,0,,,,,2134.77,31.28,-29.25,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5342.00,57.00,-54.00,0,0.856600,0.014300,-0.014100,0,0.760100,0.024500,-0.018700,0,-0.3030,0.0580,-0.0560,0,[Fe/H],4.451000,0.021000,-0.017000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2024-07-22,2024-06,2024-07-22
TOI-561 c,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,10.77882900000,0.00002500000,-0.00002500000,0,,,,,,,,,,,,,,,,,,,,,,0.060000,0.067000,-0.042000,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455.00,65.00,-47.00,0,0.849000,0.007000,-0.007000,0,0.785000,0.018000,-0.018000,0,-0.3300,0.1000,-0.0500,0,[Fe/H],4.470000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2024-03-04,2023-03,2024-03-04
TOI-561 c,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,10.77892000000,0.00015000000,-0.00015000000,0,0.0888000000,0.0011000000,-0.0011000000,0,2.90000000,0.13000000,-0.13000000,0,0.25872067,0.01159782,-0.01159782,0,7.00000000,2.30000000,-2.30000000,0,0.02202435,0.00723657,-0.00723657,0,Mass,0.000000,,,0,,,,,860.00,70.00,-70.00,0,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,,5326.00,64.00,-64.00,0,0.832000,0.019000,-0.019000,0,0.805000,0.030000,-0.030000,0,-0.4100,0.0500,-0.0500,0,[Fe/H],4.500000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2021-01-04,2021-02,2021-01-11
TOI-561 c,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.77884900000,0.00003200000,-0.00003200000,0,0.0870000000,0.0020000000,-0.0020000000,0,2.92706747,0.20454034,-0.09961404,0,0.26113592,0.01824790,-0.00888698,0,6.90000000,1.30000000,-1.20000000,0,0.02170983,0.00409026,-0.00377562,0,Mass,0.000000,,,0,,,,,738.68,10.82,-10.12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5342.00,57.00,-54.00,0,0.856600,0.014300,-0.014100,0,0.760100,0.024500,-0.018700,0,-0.3030,0.0580,-0.0560,0,[Fe/H],4.451000,0.021000,-0.017000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2024-07-22,2024-06,2024-07-22
TOI-561 c,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,10.77883800000,0.00001800000,-0.00001800000,0,0.0889000000,0.0013000000,-0.0013000000,0,2.86500000,0.04100000,-0.04100000,0,0.25559862,0.00365778,-0.00365778,0,5.93000000,0.67000000,-0.67000000,0,0.01865787,0.00210806,-0.00210806,0,Mass,0.023000,0.034000,-0.017000,0,67.5000,2.2000,-2.2000,0,802.00,12.00,-12.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
TOI-561 c,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,10.77883100000,0.00003400000,-0.00003600000,0,0.0884000000,0.0009000000,-0.0009000000,0,2.91000000,0.04000000,-0.04000000,0,0.25961326,0.00356857,-0.00356857,0,5.39000000,0.69000000,-0.68000000,0,0.01695884,0.00217098,-0.00213952,0,Mass,0.030000,0.035000,-0.021000,0,68.2000,3.9000,-3.9000,0,800.00,11.00,-11.00,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,70.00,-70.00,0,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,-0.4000,0.0500,-0.0500,0,[Fe/H],4.500000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2023-03-15,2022-04,2023-03-15
TOI-561 c,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,10.77900000000,0.00400000000,-0.00400000000,0,0.0880900000,0.0007000000,-0.0007000000,0,2.87800000,0.09600000,-0.09600000,0,0.25675796,0.00856455,-0.00856455,0,5.40000000,0.98000000,-0.98000000,0,0.01699021,0.00308341,-0.00308341,0,Mass,0.060000,0.067000,-0.042000,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455.00,65.00,-47.00,0,0.849000,0.007000,-0.007000,0,0.785000,0.018000,-0.018000,0,-0.3300,0.1000,-0.0500,0,[Fe/H],4.470000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2021-01-04,2020-12,2021-01-11
TOI-561 c,TOI-561,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRINKMAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221006665B/abstract target=ref>Brinkman et al. 2022</a>,10.77883100000,0.00003600000,-0.00003600000,0,0.0890000000,0.0030000000,-0.0030000000,0,2.91000000,0.04000000,-0.04000000,0,0.25961326,0.00356857,-0.00356857,0,6.60000000,0.73000000,-0.73000000,0,0.02076592,0.00229684,-0.00229684,0,Mass,,,,,,,,,,,,,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,,5326.00,64.00,-64.00,0,0.832000,0.019000,-0.019000,0,0.805000,0.030000,-0.030000,0,-0.4100,0.0500,-0.0500,0,[Fe/H],4.500000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2023-03-15,2023-03,2023-03-15
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,25.71268000000,0.00012000000,-0.00012000000,0,0.1587000000,0.0024000000,-0.0024000000,0,2.61500000,0.05900000,-0.05900000,0,0.23329508,0.00526364,-0.00526364,0,13.33000000,0.98000000,-0.98000000,0,0.04194087,0.00308342,-0.00308342,0,Mass,0.111000,0.050000,-0.039000,0,21.2000,0.7000,-0.7000,0,600.00,9.00,-9.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
